morrow,demain,97
mortal,mortel,91
mother,mã¨re,268
motion,mouvement,58
mouth,bouche,98
mowbray,mowbray,13
murder,meurtre,57
murther,aller plus loin,42
music,la musique,136
myself,moi mãªme,433
naked,nu,49
names,des noms,41
native,originaire de,43
natural,naturel,54
nature,la nature,298
needs,besoins,145
neighbour,voisine,38
neither,ni,142
never,jamais,999
niece,niã¨ce,44
night,nuit,450
noble,noble,595
noise,bruit,89
nothing,rien,198
nought,nã©ant,48
number,nombre,46
nurse,infirmiã¨re,5
oaths,serments,55
obedience,obã©issance,41
oberon,oberon,5
object,objet,33
occasion,occasion,64
offence,infraction,69
offend,offenser,57
offer,offre,76
office,bureau,100
often,souvent,123
oliver,oliver,3
opinion,opinion,72
order,ordre,80
orlando,orlando,16
other,autre,604
others,autres,1
ourselves,nous-mãªmes,96
outward,vers l'extã©rieur,48
oxford,oxford,15
padua,padoue,20
pains,des douleurs,62
painted,peint,51
painter,peintre,4
palace,palais,138
pandarus,pandarus,2
paper,papier,77
pardon,pardon,252
paris,paris,36
parolles,parolles,1
parted,sã©parã©,38
particular,particulier,49
partly,partiellement,35
parts,les piã¨ces,94
party,fãªte,44
passage,passage,31
passion,la passion,95
patience,la patience,133
patient,patient,55
paulina,paulina,9
peace,paix,428
pedro,pedro,18
people,gens,162
perceive,apercevoir,89
percy,percy,5
perfect,parfait,47
perhaps,peut-ãªtre,41
peril,pã©ril,32
permission,autorisation,4
person,la personne,111
personal,personnel,233
phebe,phebe,3
philip,philippe,20
picture,image,27
piece,piã¨ce,81
pistol,pistolet,3
place,endroit,329
plague,peste,92
plain,plaine,103
plead,plaider,46
please,s'il vous plaã®t,362
pleasure,plaisir,127
pluck,cueillir,107
poins,poins,8
point,point,114
poison,poison,66
policy,politique,36
polixenes,polixã¨nes,6
pompey,pompey,1
porter,porter,12
possible,possible,35
posthumus,posthume,34
pound,livre,46
power,puissance,264
practice,entraine toi,32
praise,louange,152
prayers,priã¨res,71
precious,prã©cieux,73
prepare,prã©parer,57
presence,prã©sence,83
present,prã©sent,226
pretty,jolie,113
pride,fiertã©,84
priest,prãªtre,3
prince,prince,237
prison,prison,56
private,privã©,59
prize,prix,42
proceed,procã©der,44
proclaim,proclamer,38
profit,profit,32
prohibited,interdit,221
project,projet,247
prologue,prologue,2
promise,promettre,88
proof,preuve,58
proper,correct,61
protector,protecteur,39
protest,manifestation,50
proud,fier,182
prove,prouver,240
provided,ã  condition de,247
public,publique,56
purpose,objectif,160
purse,bourse,49
quality,qualitã©,38
quarrel,querelle,80
queen,reine,184
question,question,112
quick,rapide,88
quiet,silencieux,62
quite,assez,79
quoth,quoth,65
raise,ã©lever,45
ransom,une ranã§on,43
rascal,coquin,42
rather,plutã´t,307
readable,lisible,224
ready,prãªt,100
realm,domaine,37
reason,raison,221
receive,recevoir,92
regard,qui concerne,36
reign,rã¨gne,27
reignier,rã¨gne,18
remain,rester,54
remedy,remã¨de,25
remember,rappelles toi,171
render,rendre,42
repair,rã©paration,43
repent,se repentir,46
report,rapport,114
reputation,rã©putation,39
request,demande,48
respect,le respect,86
return,revenir,154
revenge,vengeance,116
reverence,rã©vã©rence,33
revolt,rã©volte,30
right,droite,283
rivers,riviã¨res,13
rogue,coquin,66
rotten,pourri,35
rough,rugueux,63
round,rond,64
royal,royal,208
sacred,sacrã©,47
safety,sã©curitã©,58
saint,saint,118
salerio,salerio,1
satisfied,satisfait,29
saying,en disant,50
scarce,rare,71
scene,scã¨ne,756
scorn,mã©pris,83
search,chercher,34
season,saison,30
second,seconde,141
secret,secret,56
seeing,voyant,47
senate,sã©nat,35
senator,sã©nateur,5
sense,sens,104
sentence,phrase,32
servant,serviteur,1
serve,servir,170
service,un service,377
seven,sept,66
several,nombreuses,79
shadow,ombre,49
shake,secouer,94
shall,doit,3549
shame,la honte,256
shape,forme,74
sharp,tranchant,60
shepherd,berger,7
shine,ã©clat,38
shore,rive,38
short,court,82
shortly,prochainement,38
should,devrait,1561
shows,montre,96
sickness,maladie,45
sight,vue,143
silence,silence,72
silver,argent,56
simple,facile,26
since,depuis,432
single,cã©libataire,56
sirrah,sirrah,117
sister,så“ur,141
skill,compã©tence,44
slain,tuã©,81
slander,calomnie,42
slave,esclave,116
sleep,sommeil,195
slender,mince,7
small,petit,94
smell,odeur,44
smile,sourire,66
soldier,soldat,59
solemn,solennel,41
somerset,somerset,8
something,quelque chose,162
sometime,parfois,76
sooner,plus tã´t,53
soothsayer,devin,4
sorrow,chagrin,150
sorry,pardon,89
sought,recherchã©,35
souls,ã¢mes,118
sound,du son,176
sovereign,souverain,119
spare,de rechange,58
speak,parler,977
speaks,parle,114
special,spã©cial,37
speech,discours,94
speed,la vitesse,8
spend,dã©penser,63
spirit,esprit,137
spite,dã©pit,52
spoke,parlait,136
sport,sport,96
spring,printemps,17
staff,personnel,33
stain,tache,37
stand,supporter,532
stars,ã©toiles,65
state,etat,250
steal,voler,77
steel,acier,51
steward,intendant,21
still,encore,462
stomach,estomac,29
stone,calcul,45
stood,se tenait,92
store,boutique,34
storm,orage,42
story,rã©cit,52
straight,tout droit,89
strange,ã©trange,208
street,rue,65
strength,force,107
strike,la grã¨ve,140
stroke,accident vasculaire cã©rã©bral,36
strong,fort,168
struck,frappã©,69
study,ã©tude,54
stuff,des trucs,42
subject,matiã¨re,86
substance,substance,37
success,succã¨s,33
sudden,soudain,73
suddenly,tout ã  coup,40
suffer,souffrir,76
suffolk,suffolk,1
summer,ã©tã©,50
supper,souper,34
surely,sã»rement,35
surrey,surrey,10
suspect,suspect,36
swear,jurer,232
sweat,transpiration,32
sweet,sucrã©,769
swift,rapide,64
sword,ã©pã©e,267
swore,jurã©,50
sworn,jurã©,116
syracuse,syracuse,4
table,table,41
tailor,tailleur,9
taken,pris,81
talbot,talbot,7
tarry,goudronneux,34
taste,goã»t,74
taught,enseignã©,48
teach,enseigner,99
tears,larmes,217
tedious,fastidieux,38
teeth,les dents,44
tells,raconte,43
tempest,tempãªte,5
tender,soumissionner,133
terms,termes,63
thank,remercier,289
their,leur,2077
themselves,se,121
there,lã ,1574
therefore,par consã©quent,618
therein,la bride,54
these,celles-ci,1293
thief,voleur,50
thing,chose,301
think,pense,987
third,troisiã¨me,233
thomas,thomas,21
those,ceux,543
though,bien que,623
thought,pensã©e,343
thrive,prospã©rer,46
throat,gorge,36
throne,trã´ne,47
through,par,251
throw,jeter,102
thrust,poussã©e,53
thunder,tonnerre,44
times,fois,218
title,titre,83
together,ensemble,162
tongue,langue,317
tonight,ce soir,86
touch,toucher,107
toward,vers,97
tower,la tour,36
train,train,24
traitor,traitre,87
tread,bande de roulement,40
treason,trahison,70
treasure,trã©sor,43
trial,procã¨s,41
tribunes,tribunes,18
trick,tour,41
triumph,triomphe,34
trouble,difficultã©,64
truly,vraiment,151
trumpet,trompette,68
trust,confiance,163
truth,vã©ritã©,250
turns,se tourne,50
twice,deux fois,64
tyrant,tyran,38
ulysses,ulysse,1
uncle,oncle,159
under,sous,286
understand,comprendre,89
undertake,entreprendre,42
undone,dã©fait,38
unhappy,malheureux,34
unknown,inconnue,39
unless,sauf si,153
until,jusqu'ã ,76
unworthy,indigne,36
utter,prononcer,34
valentine,valentin,7
valiant,vaillant,128
valour,valeur,75
vantage,avantage,32
vengeance,vengeance,48
venice,venise,19
version,version,222
victory,la victoire,27
villain,scã©lã©rat,193
viola,alto,8
violent,violent,38
virtue,vertu,164
visit,visite,55
voice,voix,121
walls,des murs,71
warlike,guerrier,61
warrant,mandat,162
waste,dã©chets,38
watch,regarder,101
water,eau,108
wealth,richesse,64
weapons,armes,32
weary,se lasser,67
weeds,mauvaises herbes,35
weeping,larmes,47
weight,poids,37
welcome,bienvenue,292
wench,jeune fille,37
whence,d'oã¹,74
where,oã¹,1201
wherein,oã¹,130
whether,qu'il s'agisse,96
which,lequel,2310
while,tandis que,216
whither,oã¹,78
whole,entier,113
whore,putain,27
whose,dont,614
widow,veuve,10
willing,prãªt,35
window,la fenãªtre,34
wings,ailes,44
winter,hiver,18
wisdom,sagesse,85
witch,sorciã¨re,37
withal,avec,72
within,dans,407
without,sans pour autant,359
witness,tã©moin,115
wives,ã©pouses,53
wolsey,wolsey,3
woman,femme,247
wonder,merveille,101
works,travaux,248
world,monde,729
worse,pire,134
worship,culte,73
worth,vaut,183
would,aurait,2279
wound,blessure,60
wounded,blessã©s,30
wrath,colã¨re,43
wretch,misã©rable,55
write,ã©crire,123
written,ã©crit,34
wrong,faux,168
wrought,forgã©,39
yield,rendement,132
yonder,lã -bas,62
young,jeune,443
yours,le tiens,154
yourself,toi mãªme,207
youth,jeunesse,231
